Name,Age,Area,Job,Interest,Email,Phone_number,Sex
a3906,35,경상북도,데이터 사이언티스트,앱개발,a3906naver.com,29650499945,남
a3907,18,경기도,정보보안가,정보보안,a3907daum.net,95667257505,남
a3908,18,전라북도,정보보안가,앱개발,a3908google.com,64189725342,여
a3909,30,전라북도,정보보안가,앱개발,a3909naver.com,13103575561,여
a3910,24,경기도,데이터 사이언티스트,딥러닝,a3910naver.com,72460129689,여
a3911,31,강원도,대학생,앱개발,a3911google.com,81913345513,남
a3912,22,경상북도,대학생,앱개발,a3912daum.net,83363185985,남
a3913,17,경상남도,데이터 사이언티스트,웹개발,a3913naver.com,17521156146,남
a3914,23,서울특별시,데이터 사이언티스트,딥러닝,a3914google.com,82556273489,여
a3915,31,제주특별자치도,정보보안가,머신러닝,a3915daum.net,28001045804,남
a3916,20,전라북도,정보보안가,딥러닝,a3916google.com,17493036820,여
a3917,27,강원도,정보보안가,서버개발,a3917google.com,43008916347,남
a3918,24,충청북도,웹개발자,정보보안,a3918google.com,75616457324,남
a3919,23,제주특별자치도,대학생,딥러닝,a3919naver.com,42679792672,여
a3920,21,경상남도,정보보안가,머신러닝,a3920google.com,46123853928,여
a3921,26,전라남도,웹개발자,웹개발,a3921daum.net,53303802334,남
a3922,35,제주특별자치도,앱개발자,앱개발,a3922daum.net,19488137782,남
a3923,23,제주특별자치도,데이터 사이언티스트,웹개발,a3923daum.net,93142048183,남
a3924,31,전라북도,웹개발자,웹개발,a3924naver.com,32736861592,여
a3925,17,경상북도,대학생,정보보안,a3925google.com,40317567261,남
a3926,32,경상남도,앱개발자,웹개발,a3926naver.com,48804255518,여
a3927,16,전라남도,대학생,서버개발,a3927naver.com,19078568016,남
a3928,21,경상남도,대학생,웹개발,a3928naver.com,46694400870,남
a3929,30,충청북도,앱개발자,서버개발,a3929naver.com,53197081686,남
a3930,34,서울특별시,앱개발자,웹개발,a3930daum.net,81778672777,여
a3931,30,경상북도,정보보안가,정보보안,a3931daum.net,80336115940,여
a3932,17,제주특별자치도,웹개발자,머신러닝,a3932google.com,41845334299,남
a3933,25,경기도,데이터 사이언티스트,서버개발,a3933google.com,53492825831,여
a3934,22,강원도,데이터 사이언티스트,앱개발,a3934daum.net,20263938224,여
a3935,20,강원도,정보보안가,서버개발,a3935google.com,91369278189,남
a3936,16,전라북도,앱개발자,서버개발,a3936daum.net,98819085433,남
a3937,15,전라북도,대학생,머신러닝,a3937daum.net,41545706474,남
a3938,34,전라남도,정보보안가,서버개발,a3938google.com,46047496556,여
a3939,29,전라남도,데이터 사이언티스트,머신러닝,a3939naver.com,85479173999,여
a3940,18,충청남도,대학생,머신러닝,a3940daum.net,97852823472,남
a3941,17,충청남도,대학생,정보보안,a3941google.com,89207924654,남
a3942,31,전라북도,데이터 사이언티스트,딥러닝,a3942daum.net,93632723795,남
a3943,17,경상남도,대학생,정보보안,a3943daum.net,23387617325,남
a3944,27,제주특별자치도,정보보안가,서버개발,a3944naver.com,56395839675,남
a3945,18,제주특별자치도,정보보안가,딥러닝,a3945google.com,30657655641,남
a3946,35,강원도,웹개발자,서버개발,a3946daum.net,64413981841,여
a3947,18,충청북도,앱개발자,딥러닝,a3947daum.net,72708582349,남
a3948,34,전라북도,웹개발자,정보보안,a3948naver.com,38288646772,남
a3949,16,충청남도,머신러닝 엔지니어,웹개발,a3949daum.net,29821145219,여
a3950,21,전라북도,정보보안가,딥러닝,a3950daum.net,59095158044,남
a3951,27,서울특별시,정보보안가,웹개발,a3951daum.net,21358454489,여
a3952,19,경상북도,웹개발자,머신러닝,a3952naver.com,97683710990,남
a3953,33,서울특별시,웹개발자,앱개발,a3953naver.com,99411889948,남
a3954,26,경기도,앱개발자,웹개발,a3954naver.com,49293438777,남
a3955,35,충청남도,정보보안가,정보보안,a3955daum.net,74080367105,여
a3956,20,전라북도,앱개발자,웹개발,a3956google.com,99070811553,여
a3957,23,경상북도,앱개발자,서버개발,a3957naver.com,76349755187,남
a3958,26,경상남도,앱개발자,웹개발,a3958google.com,64968457005,여
a3959,20,경상남도,앱개발자,정보보안,a3959naver.com,26524971343,여
a3960,27,강원도,대학생,머신러닝,a3960daum.net,96329395420,여
a3961,22,제주특별자치도,대학생,서버개발,a3961daum.net,20949911242,여
a3962,15,경상남도,웹개발자,머신러닝,a3962naver.com,81784810292,남
a3963,35,경기도,정보보안가,웹개발,a3963google.com,48997953522,여
a3964,28,경기도,웹개발자,정보보안,a3964daum.net,86646912290,남
a3965,32,제주특별자치도,머신러닝 엔지니어,정보보안,a3965naver.com,77149397852,남
a3966,26,제주특별자치도,정보보안가,서버개발,a3966daum.net,20555845357,여
a3967,19,전라남도,정보보안가,서버개발,a3967daum.net,15683147431,여
a3968,30,제주특별자치도,앱개발자,웹개발,a3968google.com,68983481491,여
a3969,21,강원도,웹개발자,서버개발,a3969naver.com,24687616398,남
a3970,31,경기도,데이터 사이언티스트,정보보안,a3970naver.com,72855022650,남
a3971,32,충청북도,웹개발자,머신러닝,a3971google.com,16908711481,여
a3972,28,전라북도,웹개발자,서버개발,a3972google.com,18075893823,남
a3973,22,강원도,머신러닝 엔지니어,웹개발,a3973naver.com,56557200875,남
a3974,23,강원도,정보보안가,머신러닝,a3974naver.com,20867373329,여
a3975,29,강원도,머신러닝 엔지니어,정보보안,a3975google.com,49491127813,여
a3976,25,경기도,머신러닝 엔지니어,딥러닝,a3976naver.com,55191082016,여
a3977,28,충청남도,정보보안가,머신러닝,a3977google.com,90472143792,여
a3978,20,강원도,정보보안가,딥러닝,a3978google.com,47197313632,남
a3979,22,전라북도,대학생,딥러닝,a3979naver.com,88276193507,남
a3980,27,경상남도,머신러닝 엔지니어,웹개발,a3980daum.net,62273815030,남
a3981,28,경기도,머신러닝 엔지니어,웹개발,a3981google.com,45648915516,여
a3982,18,제주특별자치도,웹개발자,머신러닝,a3982daum.net,31363909931,남
a3983,33,충청북도,앱개발자,딥러닝,a3983google.com,25427213267,남
a3984,25,전라남도,앱개발자,웹개발,a3984naver.com,20431936796,남
a3985,33,경상남도,대학생,서버개발,a3985naver.com,90046478629,남
a3986,32,경상북도,데이터 사이언티스트,딥러닝,a3986naver.com,16155494143,남
a3987,15,제주특별자치도,웹개발자,정보보안,a3987naver.com,14835946861,남
a3988,32,제주특별자치도,정보보안가,웹개발,a3988google.com,77865748088,여
a3989,15,경상북도,데이터 사이언티스트,딥러닝,a3989daum.net,53720837100,남
a3990,20,제주특별자치도,웹개발자,머신러닝,a3990daum.net,79896369623,여
a3991,31,충청북도,앱개발자,서버개발,a3991daum.net,78682227056,남
a3992,19,충청북도,머신러닝 엔지니어,웹개발,a3992google.com,61202945633,여
a3993,35,경기도,앱개발자,머신러닝,a3993daum.net,96609420845,여
a3994,32,경상남도,정보보안가,서버개발,a3994naver.com,47096428935,여
a3995,20,서울특별시,대학생,앱개발,a3995google.com,36511817200,남
a3996,24,강원도,데이터 사이언티스트,정보보안,a3996daum.net,76560719681,남
a3997,15,경상북도,데이터 사이언티스트,앱개발,a3997daum.net,34032113543,남
a3998,21,경상남도,앱개발자,서버개발,a3998naver.com,18654645767,남
a3999,22,충청북도,앱개발자,앱개발,a3999google.com,17740772048,남
a4000,22,충청남도,데이터 사이언티스트,정보보안,a4000naver.com,66523856018,여
a4001,26,전라북도,대학생,정보보안,a4001naver.com,59191107332,여
a4002,32,충청북도,앱개발자,정보보안,a4002naver.com,90736342798,남
a4003,31,전라북도,머신러닝 엔지니어,서버개발,a4003daum.net,77185729657,여
a4004,33,전라남도,데이터 사이언티스트,정보보안,a4004naver.com,82543340013,남
a4005,35,경기도,머신러닝 엔지니어,서버개발,a4005naver.com,48041511474,남
a4006,19,경기도,정보보안가,정보보안,a4006google.com,19210929000,여
a4007,32,전라북도,데이터 사이언티스트,머신러닝,a4007daum.net,95882458350,남
a4008,20,경상남도,대학생,앱개발,a4008daum.net,37869701708,남
a4009,20,충청북도,머신러닝 엔지니어,웹개발,a4009google.com,80562245273,남
a4010,33,전라남도,정보보안가,앱개발,a4010daum.net,50042691149,남
a4011,23,경상북도,정보보안가,정보보안,a4011daum.net,30479510405,남
a4012,32,충청남도,데이터 사이언티스트,웹개발,a4012naver.com,54327633619,남
a4013,28,경상남도,대학생,머신러닝,a4013daum.net,81468443620,남
a4014,32,충청북도,웹개발자,앱개발,a4014google.com,87481259991,남
a4015,35,경상북도,데이터 사이언티스트,서버개발,a4015daum.net,40120504662,여
a4016,34,경상남도,앱개발자,서버개발,a4016daum.net,83291405798,여
a4017,30,제주특별자치도,대학생,웹개발,a4017google.com,64204733623,여
a4018,31,충청북도,대학생,딥러닝,a4018google.com,29572313028,남
a4019,27,충청남도,앱개발자,머신러닝,a4019daum.net,94960750316,여
a4020,24,전라북도,웹개발자,머신러닝,a4020google.com,47613409390,여
a4021,27,강원도,머신러닝 엔지니어,정보보안,a4021daum.net,69036739890,여
a4022,20,경상북도,앱개발자,앱개발,a4022naver.com,44348636943,여
a4023,29,강원도,앱개발자,딥러닝,a4023naver.com,55576786310,여
a4024,27,충청북도,웹개발자,딥러닝,a4024daum.net,40153592762,여
a4025,15,전라북도,앱개발자,딥러닝,a4025daum.net,61004788560,여
a4026,35,경상남도,정보보안가,서버개발,a4026google.com,44763074682,남
a4027,24,서울특별시,데이터 사이언티스트,웹개발,a4027naver.com,50364146711,남
a4028,29,경상북도,앱개발자,머신러닝,a4028naver.com,27337989198,남
a4029,27,경상남도,정보보안가,딥러닝,a4029naver.com,98669801070,남
a4030,15,경상남도,대학생,정보보안,a4030google.com,99989768914,여
a4031,29,충청북도,머신러닝 엔지니어,웹개발,a4031daum.net,19273667868,여
a4032,19,충청남도,머신러닝 엔지니어,머신러닝,a4032daum.net,70237817619,남
a4033,25,강원도,정보보안가,정보보안,a4033naver.com,87668482128,여
a4034,33,전라북도,앱개발자,정보보안,a4034google.com,75654398312,여
a4035,32,강원도,앱개발자,머신러닝,a4035daum.net,41532659553,남
a4036,15,경기도,머신러닝 엔지니어,웹개발,a4036naver.com,30854181024,남
a4037,27,충청북도,정보보안가,서버개발,a4037naver.com,28899180566,남
a4038,33,경기도,데이터 사이언티스트,딥러닝,a4038daum.net,48322059920,여
a4039,32,강원도,데이터 사이언티스트,서버개발,a4039google.com,50137790305,여
a4040,19,제주특별자치도,머신러닝 엔지니어,머신러닝,a4040naver.com,82964637157,여
a4041,21,전라북도,정보보안가,웹개발,a4041daum.net,53115078538,여
a4042,29,강원도,대학생,딥러닝,a4042naver.com,62084242237,여
a4043,30,경기도,정보보안가,웹개발,a4043google.com,19134184962,여
a4044,31,경기도,앱개발자,앱개발,a4044naver.com,16616212107,여
a4045,19,전라북도,데이터 사이언티스트,웹개발,a4045daum.net,97136718933,남
a4046,17,경상남도,웹개발자,딥러닝,a4046naver.com,88071467480,남
a4047,22,경기도,머신러닝 엔지니어,앱개발,a4047naver.com,29450486846,여
a4048,25,전라북도,데이터 사이언티스트,앱개발,a4048google.com,67547614171,남
a4049,30,경상남도,대학생,정보보안,a4049google.com,53050159537,여
a4050,19,충청북도,앱개발자,딥러닝,a4050daum.net,97985489060,남
a4051,18,경상북도,데이터 사이언티스트,웹개발,a4051google.com,38037711286,남
a4052,32,경상북도,앱개발자,정보보안,a4052google.com,73349553438,남
a4053,26,서울특별시,데이터 사이언티스트,서버개발,a4053daum.net,22648181510,여
a4054,33,경상북도,정보보안가,웹개발,a4054daum.net,82903865760,남
a4055,24,충청북도,웹개발자,웹개발,a4055google.com,93263995640,여
a4056,21,서울특별시,데이터 사이언티스트,서버개발,a4056google.com,90912782108,여
a4057,18,제주특별자치도,웹개발자,정보보안,a4057google.com,57663534098,남
a4058,15,서울특별시,데이터 사이언티스트,웹개발,a4058naver.com,14330103649,남
a4059,24,전라북도,앱개발자,앱개발,a4059daum.net,55084002732,여
a4060,22,전라북도,머신러닝 엔지니어,머신러닝,a4060google.com,92664709372,남
a4061,28,강원도,정보보안가,정보보안,a4061daum.net,98175460749,여
a4062,28,전라북도,웹개발자,정보보안,a4062daum.net,77117523222,남
a4063,35,전라북도,앱개발자,정보보안,a4063naver.com,15113136340,여
a4064,34,제주특별자치도,머신러닝 엔지니어,딥러닝,a4064naver.com,12450177431,여
a4065,25,전라남도,앱개발자,머신러닝,a4065daum.net,67689035321,남
a4066,29,전라남도,데이터 사이언티스트,딥러닝,a4066daum.net,37826075426,여
a4067,19,서울특별시,머신러닝 엔지니어,정보보안,a4067google.com,59848112114,여
a4068,32,충청남도,앱개발자,웹개발,a4068daum.net,12357650942,여
a4069,19,충청남도,머신러닝 엔지니어,웹개발,a4069naver.com,22308194286,여
a4070,22,경기도,앱개발자,웹개발,a4070daum.net,86466245566,남
a4071,28,전라남도,앱개발자,머신러닝,a4071naver.com,50823613778,남
a4072,31,서울특별시,대학생,웹개발,a4072google.com,72378224530,남
a4073,25,충청북도,앱개발자,앱개발,a4073naver.com,39819914535,남
a4074,25,전라북도,정보보안가,딥러닝,a4074naver.com,41144338116,여
a4075,15,서울특별시,웹개발자,정보보안,a4075google.com,50595659370,남
a4076,18,충청남도,머신러닝 엔지니어,앱개발,a4076daum.net,24662318160,여
a4077,32,전라남도,웹개발자,정보보안,a4077google.com,53981508634,남
a4078,18,전라남도,데이터 사이언티스트,정보보안,a4078daum.net,94104952672,여
a4079,20,전라북도,웹개발자,정보보안,a4079google.com,78393746541,여
a4080,28,전라남도,머신러닝 엔지니어,서버개발,a4080naver.com,97273881219,여
a4081,35,충청북도,대학생,머신러닝,a4081google.com,33718465835,여
a4082,32,전라북도,머신러닝 엔지니어,서버개발,a4082naver.com,17589153476,여
a4083,26,충청북도,머신러닝 엔지니어,정보보안,a4083naver.com,68082336079,여
a4084,28,제주특별자치도,머신러닝 엔지니어,정보보안,a4084google.com,25774663645,남
a4085,25,강원도,대학생,딥러닝,a4085naver.com,76253063006,여
a4086,20,강원도,머신러닝 엔지니어,머신러닝,a4086daum.net,45286874897,여
a4087,33,강원도,데이터 사이언티스트,앱개발,a4087google.com,75277203308,남
a4088,24,충청북도,대학생,머신러닝,a4088daum.net,64589367873,여
a4089,33,충청남도,머신러닝 엔지니어,딥러닝,a4089google.com,68877960954,여
a4090,32,전라북도,앱개발자,웹개발,a4090daum.net,39715990785,여
a4091,33,제주특별자치도,데이터 사이언티스트,앱개발,a4091naver.com,70426939496,남
a4092,25,충청북도,머신러닝 엔지니어,정보보안,a4092daum.net,29634708425,남
a4093,18,서울특별시,앱개발자,정보보안,a4093daum.net,39097582314,여
a4094,17,충청남도,앱개발자,앱개발,a4094naver.com,53234997534,남
a4095,20,제주특별자치도,앱개발자,정보보안,a4095naver.com,91562033579,여
a4096,16,전라남도,웹개발자,서버개발,a4096daum.net,20952831476,여
a4097,15,충청북도,앱개발자,앱개발,a4097daum.net,90193710575,여
a4098,35,서울특별시,앱개발자,정보보안,a4098google.com,30735203732,남
a4099,19,서울특별시,대학생,서버개발,a4099daum.net,76862210788,여
a4100,26,제주특별자치도,데이터 사이언티스트,앱개발,a4100naver.com,68012728134,여
a4101,33,경상남도,앱개발자,머신러닝,a4101daum.net,45517668184,여
a4102,19,경상남도,앱개발자,웹개발,a4102naver.com,73045883259,여
a4103,29,전라남도,웹개발자,웹개발,a4103daum.net,93466856524,여
a4104,32,경상남도,웹개발자,서버개발,a4104naver.com,17587479381,여
a4105,28,경상북도,앱개발자,서버개발,a4105naver.com,27472947918,여
a4106,32,충청북도,머신러닝 엔지니어,머신러닝,a4106daum.net,50032263721,남
a4107,22,경기도,대학생,앱개발,a4107daum.net,88343458774,여
a4108,27,서울특별시,앱개발자,앱개발,a4108daum.net,39145677943,남
a4109,18,전라북도,앱개발자,머신러닝,a4109naver.com,51160814294,여
a4110,21,경상북도,앱개발자,웹개발,a4110naver.com,36365452386,남
a4111,28,제주특별자치도,머신러닝 엔지니어,딥러닝,a4111daum.net,19536519078,여
a4112,28,서울특별시,머신러닝 엔지니어,정보보안,a4112naver.com,48945936964,여
a4113,29,경기도,웹개발자,딥러닝,a4113daum.net,19401801355,남
a4114,17,서울특별시,머신러닝 엔지니어,딥러닝,a4114google.com,65400924115,여
a4115,34,경상북도,앱개발자,서버개발,a4115daum.net,29126730402,여
a4116,21,강원도,웹개발자,서버개발,a4116naver.com,35042184531,남
a4117,17,충청북도,대학생,앱개발,a4117naver.com,99189977715,여
a4118,19,서울특별시,앱개발자,웹개발,a4118daum.net,43113567464,남
a4119,25,충청남도,머신러닝 엔지니어,앱개발,a4119naver.com,42155915397,여
a4120,33,전라북도,웹개발자,앱개발,a4120naver.com,61033205418,여
a4121,19,경기도,웹개발자,딥러닝,a4121google.com,60874774575,남
a4122,22,전라북도,데이터 사이언티스트,딥러닝,a4122google.com,81199026878,여
a4123,34,경기도,머신러닝 엔지니어,앱개발,a4123daum.net,77680106870,여
a4124,15,강원도,대학생,딥러닝,a4124daum.net,93906539391,여
a4125,33,강원도,대학생,딥러닝,a4125google.com,34359880841,남
a4126,32,강원도,데이터 사이언티스트,앱개발,a4126daum.net,57116403478,남
a4127,21,서울특별시,데이터 사이언티스트,딥러닝,a4127google.com,40483198295,여
a4128,32,전라북도,정보보안가,머신러닝,a4128daum.net,53450106055,남
a4129,15,전라북도,데이터 사이언티스트,앱개발,a4129naver.com,16288814096,여
a4130,29,경상남도,앱개발자,서버개발,a4130daum.net,54835883619,남
a4131,23,제주특별자치도,데이터 사이언티스트,정보보안,a4131daum.net,56594827599,남
a4132,25,충청남도,대학생,앱개발,a4132daum.net,47155421922,여
a4133,34,제주특별자치도,앱개발자,정보보안,a4133google.com,82860324219,여
a4134,31,충청남도,정보보안가,웹개발,a4134google.com,95517277016,여
a4135,32,전라남도,데이터 사이언티스트,정보보안,a4135daum.net,35604945235,여
a4136,28,전라남도,대학생,앱개발,a4136naver.com,64895034838,여
a4137,24,충청북도,데이터 사이언티스트,머신러닝,a4137naver.com,33502061310,여
a4138,32,전라북도,데이터 사이언티스트,서버개발,a4138daum.net,23864861604,여
a4139,23,충청남도,머신러닝 엔지니어,딥러닝,a4139naver.com,52094104427,남
a4140,18,강원도,정보보안가,서버개발,a4140daum.net,99717123874,여
a4141,35,경상북도,웹개발자,딥러닝,a4141naver.com,68871675072,여
a4142,34,강원도,웹개발자,앱개발,a4142google.com,35732275175,남
a4143,26,경기도,웹개발자,서버개발,a4143naver.com,50123156086,남
a4144,31,경기도,대학생,머신러닝,a4144daum.net,34201338231,남
a4145,28,경상남도,머신러닝 엔지니어,서버개발,a4145google.com,11504840477,남
a4146,20,전라북도,대학생,웹개발,a4146daum.net,82015615737,여
a4147,28,충청남도,대학생,머신러닝,a4147daum.net,54587572096,남
a4148,31,전라남도,머신러닝 엔지니어,웹개발,a4148google.com,97817716352,여
a4149,34,서울특별시,웹개발자,정보보안,a4149naver.com,67331333260,남
a4150,17,충청북도,웹개발자,서버개발,a4150google.com,66594818560,여
a4151,34,서울특별시,앱개발자,서버개발,a4151daum.net,83113749095,남
a4152,20,충청북도,머신러닝 엔지니어,딥러닝,a4152daum.net,70232777096,여
a4153,18,강원도,머신러닝 엔지니어,서버개발,a4153google.com,59771168344,여
a4154,33,충청북도,웹개발자,웹개발,a4154naver.com,33083393109,남
a4155,16,경상북도,대학생,정보보안,a4155naver.com,86982132008,남
a4156,23,강원도,정보보안가,앱개발,a4156google.com,52548136998,여
a4157,29,경기도,정보보안가,앱개발,a4157google.com,96557306678,여
a4158,19,경상북도,머신러닝 엔지니어,정보보안,a4158google.com,59234516312,남
a4159,26,경상남도,웹개발자,서버개발,a4159daum.net,89812278709,남
a4160,16,경기도,데이터 사이언티스트,딥러닝,a4160daum.net,42226568467,남
a4161,34,제주특별자치도,웹개발자,앱개발,a4161google.com,58177384226,여
a4162,30,충청북도,데이터 사이언티스트,서버개발,a4162daum.net,96763553060,여
a4163,21,제주특별자치도,앱개발자,웹개발,a4163google.com,59352511561,여
a4164,32,충청북도,머신러닝 엔지니어,머신러닝,a4164naver.com,62077078910,남
a4165,25,제주특별자치도,웹개발자,머신러닝,a4165google.com,25969807593,여
a4166,20,강원도,머신러닝 엔지니어,앱개발,a4166google.com,70333119794,남
a4167,21,전라북도,대학생,딥러닝,a4167daum.net,86123520532,남
a4168,20,전라남도,앱개발자,딥러닝,a4168google.com,83111962001,남
a4169,35,제주특별자치도,정보보안가,서버개발,a4169daum.net,65110948173,여
a4170,26,충청북도,대학생,웹개발,a4170naver.com,89311710406,여
a4171,25,서울특별시,대학생,정보보안,a4171daum.net,31067286158,여
a4172,23,제주특별자치도,웹개발자,웹개발,a4172naver.com,67978020134,남
a4173,28,경기도,웹개발자,서버개발,a4173daum.net,27998585164,여
a4174,16,전라북도,웹개발자,앱개발,a4174daum.net,20928920234,여
a4175,29,전라남도,데이터 사이언티스트,웹개발,a4175daum.net,23073529698,남
a4176,30,충청남도,데이터 사이언티스트,머신러닝,a4176naver.com,70686749731,남
a4177,24,경상북도,대학생,앱개발,a4177daum.net,85564848000,남
a4178,22,강원도,머신러닝 엔지니어,앱개발,a4178daum.net,82779120798,남
a4179,33,경상남도,웹개발자,웹개발,a4179daum.net,79004194845,여
a4180,28,경상남도,대학생,서버개발,a4180google.com,41319821632,여
a4181,20,강원도,대학생,머신러닝,a4181google.com,72641822185,여
a4182,25,충청남도,웹개발자,앱개발,a4182daum.net,16122026124,남
a4183,24,전라남도,데이터 사이언티스트,정보보안,a4183google.com,69943538488,남
a4184,20,충청남도,데이터 사이언티스트,딥러닝,a4184naver.com,52161365966,남
a4185,17,전라북도,대학생,서버개발,a4185daum.net,86919368198,여
a4186,27,강원도,앱개발자,서버개발,a4186google.com,92016048347,여
a4187,15,전라북도,웹개발자,앱개발,a4187naver.com,76775466004,여
a4188,24,전라북도,머신러닝 엔지니어,웹개발,a4188naver.com,80055687655,여
a4189,22,전라북도,대학생,웹개발,a4189naver.com,13037438268,여
a4190,19,경상북도,대학생,웹개발,a4190naver.com,92246083941,여
a4191,30,전라남도,정보보안가,서버개발,a4191daum.net,40891618901,남
a4192,28,제주특별자치도,정보보안가,앱개발,a4192daum.net,65994102464,여
a4193,25,강원도,앱개발자,앱개발,a4193naver.com,93886531907,남
a4194,27,전라남도,데이터 사이언티스트,서버개발,a4194google.com,91642907987,여
a4195,18,제주특별자치도,정보보안가,서버개발,a4195daum.net,16016871746,남
a4196,35,전라북도,머신러닝 엔지니어,정보보안,a4196google.com,41571669110,여
a4197,16,서울특별시,머신러닝 엔지니어,웹개발,a4197naver.com,29480694148,남
a4198,21,충청북도,앱개발자,웹개발,a4198daum.net,80117550792,남
a4199,18,전라남도,머신러닝 엔지니어,딥러닝,a4199daum.net,25206469711,여
a4200,33,전라남도,앱개발자,머신러닝,a4200daum.net,82697488486,여
a4201,20,제주특별자치도,정보보안가,딥러닝,a4201google.com,37002093871,여
a4202,21,충청북도,머신러닝 엔지니어,머신러닝,a4202google.com,92378140689,여
a4203,29,경기도,데이터 사이언티스트,앱개발,a4203naver.com,98331948034,남
a4204,30,제주특별자치도,웹개발자,머신러닝,a4204naver.com,13835823630,여
a4205,25,전라남도,데이터 사이언티스트,딥러닝,a4205google.com,32035450893,여
a4206,17,서울특별시,머신러닝 엔지니어,앱개발,a4206naver.com,99329179215,남
a4207,33,경기도,앱개발자,앱개발,a4207google.com,70879332125,여
a4208,15,서울특별시,웹개발자,서버개발,a4208google.com,15961809919,여
a4209,21,충청남도,웹개발자,정보보안,a4209daum.net,74426169986,여
a4210,23,제주특별자치도,웹개발자,웹개발,a4210daum.net,72878021911,여
a4211,17,충청남도,머신러닝 엔지니어,웹개발,a4211google.com,74984142864,남
a4212,17,경상남도,데이터 사이언티스트,정보보안,a4212google.com,65593075798,남
a4213,32,전라북도,머신러닝 엔지니어,서버개발,a4213daum.net,98987756072,남
a4214,32,제주특별자치도,웹개발자,머신러닝,a4214naver.com,67885549867,여
a4215,34,경기도,앱개발자,웹개발,a4215daum.net,97832425213,남
a4216,21,충청남도,머신러닝 엔지니어,딥러닝,a4216daum.net,16530042408,여
a4217,32,제주특별자치도,데이터 사이언티스트,딥러닝,a4217naver.com,78681335771,남
a4218,18,강원도,대학생,정보보안,a4218google.com,40889946496,남
a4219,28,강원도,대학생,딥러닝,a4219daum.net,92366440431,남
a4220,19,충청남도,대학생,정보보안,a4220google.com,38231727904,남
a4221,19,충청북도,웹개발자,머신러닝,a4221google.com,90805230353,여
a4222,17,경기도,정보보안가,딥러닝,a4222google.com,86838137075,남
a4223,27,서울특별시,데이터 사이언티스트,웹개발,a4223daum.net,48066524269,남
a4224,30,제주특별자치도,머신러닝 엔지니어,서버개발,a4224daum.net,53116185582,여
a4225,21,충청남도,데이터 사이언티스트,웹개발,a4225google.com,62011710096,여
a4226,24,경상북도,머신러닝 엔지니어,정보보안,a4226daum.net,71784320326,남
a4227,15,강원도,데이터 사이언티스트,머신러닝,a4227google.com,46620663452,남
a4228,32,충청남도,정보보안가,정보보안,a4228daum.net,63396270512,남
a4229,32,충청북도,정보보안가,머신러닝,a4229daum.net,37025847685,여
a4230,35,서울특별시,정보보안가,서버개발,a4230daum.net,62493818472,남
a4231,24,전라북도,머신러닝 엔지니어,앱개발,a4231naver.com,24348138792,여
a4232,16,경기도,웹개발자,서버개발,a4232naver.com,39401908538,남
a4233,25,충청남도,앱개발자,정보보안,a4233daum.net,99323218363,여
a4234,28,경상남도,정보보안가,딥러닝,a4234naver.com,72893360999,남
a4235,31,서울특별시,대학생,딥러닝,a4235google.com,26986531742,남
a4236,30,전라남도,대학생,딥러닝,a4236naver.com,67840095307,여
a4237,16,강원도,정보보안가,머신러닝,a4237naver.com,94819525449,여
a4238,27,전라남도,앱개발자,서버개발,a4238daum.net,87946108173,남
a4239,23,제주특별자치도,데이터 사이언티스트,머신러닝,a4239google.com,98015308953,여
a4240,24,강원도,웹개발자,머신러닝,a4240daum.net,23754501061,남
a4241,23,전라북도,데이터 사이언티스트,앱개발,a4241daum.net,13424930737,여
a4242,30,경기도,대학생,웹개발,a4242naver.com,78132149156,여
a4243,30,경상남도,머신러닝 엔지니어,딥러닝,a4243google.com,61425623171,여
a4244,22,경상남도,웹개발자,딥러닝,a4244daum.net,81068734138,남
a4245,29,충청북도,대학생,딥러닝,a4245google.com,41662468581,남
a4246,24,강원도,앱개발자,웹개발,a4246daum.net,33444392475,여
a4247,19,서울특별시,웹개발자,정보보안,a4247daum.net,57978862984,여
a4248,31,전라남도,머신러닝 엔지니어,앱개발,a4248google.com,69207974460,여
a4249,26,전라남도,머신러닝 엔지니어,웹개발,a4249google.com,54797938792,여
a4250,16,경기도,정보보안가,서버개발,a4250google.com,91843359428,여
a4251,25,강원도,정보보안가,머신러닝,a4251google.com,17605935671,남
a4252,23,전라남도,웹개발자,웹개발,a4252google.com,23878050099,남
a4253,29,충청북도,대학생,머신러닝,a4253naver.com,69367506402,남
a4254,31,전라북도,앱개발자,머신러닝,a4254google.com,28838702025,남
a4255,20,강원도,머신러닝 엔지니어,머신러닝,a4255naver.com,13245067273,남
a4256,25,충청북도,데이터 사이언티스트,딥러닝,a4256google.com,46458249212,남
a4257,28,서울특별시,머신러닝 엔지니어,서버개발,a4257naver.com,32865659104,남
a4258,17,경상북도,데이터 사이언티스트,서버개발,a4258daum.net,76277130248,여
a4259,19,경상북도,정보보안가,딥러닝,a4259naver.com,20645337083,남
a4260,27,충청남도,데이터 사이언티스트,정보보안,a4260daum.net,38226135514,여
a4261,28,전라남도,대학생,웹개발,a4261google.com,77706246510,남
a4262,34,경상북도,앱개발자,웹개발,a4262naver.com,87849627569,남
a4263,15,충청북도,웹개발자,딥러닝,a4263daum.net,35853967325,여
a4264,17,경기도,데이터 사이언티스트,머신러닝,a4264daum.net,83332494446,남
a4265,30,충청북도,머신러닝 엔지니어,딥러닝,a4265daum.net,11974779982,여
